	index	Unnamed: 0	combo	count	is combo	is color combo	is animal	is color	is adjective	adjective	animal	adjective count	animal count	forward tp	backward tp	canonical color	canonical color count	most common non-canonical color	most common non-canonical color count
190	190	144	brown giraffe	1	True	True	False	False	False	brown	giraffe	31879.0	2320.0	3.1368612566266194e-05	0.0004310344827586207	brown giraffe	1.0	yellow giraffe	5.0
191	191	8	yellow bat	1	True	True	False	False	False	yellow	bat	24626.0	20680.0	4.0607488020791034e-05	4.8355899419729206e-05	black bat	63.0	brown bat	10.0
192	192	422	light skunk	1	True	True	False	False	False	light	skunk	141371.0	2392.0	7.073586520573527e-06	0.0004180602006688963	black skunk	2.0	white skunk	4.0
193	193	145	black giraffe	1	True	True	False	False	False	black	giraffe	144548.0	2320.0	6.91811716523231e-06	0.0004310344827586207	brown giraffe	1.0	yellow giraffe	5.0
194	194	242	grey lion	1	True	True	False	False	False	grey	lion	26562.0	22565.0	3.7647767487387995e-05	4.4316419233325945e-05	brown lion	1.0	red lion	196.0
195	195	351	gold pigeon	1	True	True	False	False	False	gold	pigeon	71065.0	8449.0	1.4071624569056497e-05	0.00011835720203574388	grey pigeon	4.0	white pigeon	22.0
196	196	240	brown lion	1	True	True	False	False	False	brown	lion	31879.0	22565.0	3.1368612566266194e-05	4.4316419233325945e-05	brown lion	1.0	red lion	196.0
197	197	431	gold skunk	1	True	True	False	False	False	gold	skunk	71065.0	2392.0	1.4071624569056497e-05	0.0004180602006688963	black skunk	2.0	white skunk	4.0
198	198	393	orange shark	1	True	True	False	False	False	orange	shark	15508.0	17984.0	6.448284756254837e-05	5.560498220640569e-05	grey shark	4.0	white shark	456.0
199	199	392	yellow shark	1	True	True	False	False	False	yellow	shark	24626.0	17984.0	4.0607488020791034e-05	5.560498220640569e-05	grey shark	4.0	white shark	456.0
200	200	79	gold crow	1	True	True	False	False	False	gold	crow	71065.0	7850.0	1.4071624569056497e-05	0.00012738853503184712	black crow	141.0	white crow	45.0
201	201	389	dark shark	1	True	True	False	False	False	dark	shark	83873.0	17984.0	1.1922788024751708e-05	5.560498220640569e-05	grey shark	4.0	white shark	456.0
202	202	388	pink shark	1	True	True	False	False	False	pink	shark	17616.0	17984.0	5.676657584014532e-05	5.560498220640569e-05	grey shark	4.0	white shark	456.0
203	203	226	grey killer_whale	1	True	True	False	False	False	grey	killer_whale	26562.0	439.0	3.7647767487387995e-05	0.002277904328018223	black killer_whale	0.0	grey killer_whale	1.0
204	204	25	orange beaver	1	True	True	False	False	False	orange	beaver	15508.0	4005.0	6.448284756254837e-05	0.00024968789013732833	brown beaver	7.0	black beaver	10.0
205	205	95	gold deer	1	True	True	False	False	False	gold	deer	71065.0	7936.0	1.4071624569056497e-05	0.00012600806451612903	brown deer	2.0	red deer	103.0
206	206	21	dark beaver	1	True	True	False	False	False	dark	beaver	83873.0	4005.0	1.1922788024751708e-05	0.00024968789013732833	brown beaver	7.0	black beaver	10.0
207	207	66	grey crow	1	True	True	False	False	False	grey	crow	26562.0	7850.0	3.7647767487387995e-05	0.00012738853503184712	black crow	141.0	white crow	45.0
208	208	112	brown elephant	1	True	True	False	False	False	brown	elephant	31879.0	15994.0	3.1368612566266194e-05	6.252344629235963e-05	grey elephant	13.0	white elephant	251.0
209	209	56	yellow cheetah	1	True	True	False	False	False	yellow	cheetah	24626.0	1927.0	4.0607488020791034e-05	0.0005189413596263622	brown cheetah	0.0	spots cheetah	8.0
210	210	15	gold bat	1	True	True	False	False	False	gold	bat	71065.0	20680.0	1.4071624569056497e-05	4.8355899419729206e-05	black bat	63.0	brown bat	10.0
211	211	318	red panther	1	True	True	False	False	False	red	panther	121668.0	4562.0	8.21908800999441e-06	0.00021920210434020167	black panther	724.0	pink panther	338.0
212	212	322	grey pig	1	True	True	False	False	False	grey	pig	26562.0	39569.0	3.7647767487387995e-05	2.527230913088529e-05	pink pig	27.0	black pig	52.0
213	213	362	blue polar_bear	1	True	True	False	False	False	blue	polar_bear	78290.0	2014.0	1.2773023374632775e-05	0.0004965243296921549	white polar_bear	9.0	brown polar_bear	1.0
214	214	5	dark bat	1	True	True	False	False	False	dark	bat	83873.0	20680.0	1.1922788024751708e-05	4.8355899419729206e-05	black bat	63.0	brown bat	10.0
215	215	227	white killer_whale	1	True	True	False	False	False	white	killer_whale	134712.0	439.0	7.423243660549914e-06	0.002277904328018223	black killer_whale	0.0	grey killer_whale	1.0
216	216	173	amber goat	1	True	True	False	False	False	amber	goat	8412.0	14588.0	0.00011887779362815027	6.854949273375377e-05	white goat	13.0	black goat	38.0
217	217	468	pink zebra	1	True	True	False	False	False	pink	zebra	17616.0	2465.0	5.676657584014532e-05	0.00040567951318458417	black zebra	6.0	blue zebra	9.0
218	218	471	spots zebra	1	True	True	False	False	False	spots	zebra	8401.0	2465.0	0.00011903344839900012	0.00040567951318458417	black zebra	6.0	blue zebra	9.0
219	219	158	red giraffe	1	True	True	False	False	False	red	giraffe	121668.0	2320.0	8.21908800999441e-06	0.0004310344827586207	brown giraffe	1.0	yellow giraffe	5.0
220	220	194	grey grizzly	1	True	True	False	False	False	grey	grizzly	26562.0	1945.0	3.7647767487387995e-05	0.0005141388174807198	brown grizzly	4.0	grey grizzly	1.0
221	221	193	black grizzly	1	True	True	False	False	False	black	grizzly	144548.0	1945.0	6.91811716523231e-06	0.0005141388174807198	brown grizzly	4.0	grey grizzly	1.0
222	222	46	red boar	1	True	True	False	False	False	red	boar	121668.0	3173.0	8.21908800999441e-06	0.0003151591553734636	brown boar	0.0	blue boar	40.0
223	223	190	red gorilla	1	True	True	False	False	False	red	gorilla	121668.0	5594.0	8.21908800999441e-06	0.0001787629603146228	black gorilla	6.0	white gorilla	18.0
224	224	206	red grizzly	1	True	True	False	False	False	red	grizzly	121668.0	1945.0	8.21908800999441e-06	0.0005141388174807198	brown grizzly	4.0	grey grizzly	1.0
225	225	209	black hippo	1	True	True	False	False	False	black	hippo	144548.0	1778.0	6.91811716523231e-06	0.0005624296962879641	grey hippo	0.0	pink hippo	3.0
226	226	49	black cheetah	1	True	True	False	False	False	black	cheetah	144548.0	1927.0	6.91811716523231e-06	0.0005189413596263622	brown cheetah	0.0	spots cheetah	8.0
227	227	164	pink goat	1	True	True	False	False	False	pink	goat	17616.0	14588.0	5.676657584014532e-05	6.854949273375377e-05	white goat	13.0	black goat	38.0
228	228	211	white hippo	1	True	True	False	False	False	white	hippo	134712.0	1778.0	7.423243660549914e-06	0.0005624296962879641	grey hippo	0.0	pink hippo	3.0
229	229	155	tan giraffe	1	True	True	False	False	False	tan	giraffe	7093.0	2320.0	0.00014098406880022558	0.0004310344827586207	brown giraffe	1.0	yellow giraffe	5.0
230	230	462	red swan	1	True	True	False	False	False	red	swan	121668.0	6153.0	8.21908800999441e-06	0.00016252234682268812	white swan	175.0	black swan	322.0
231	231	166	light goat	1	True	True	False	False	False	light	goat	141371.0	14588.0	7.073586520573527e-06	6.854949273375377e-05	white goat	13.0	black goat	38.0
232	232	478	red zebra	1	True	True	False	False	False	red	zebra	121668.0	2465.0	8.21908800999441e-06	0.00040567951318458417	black zebra	6.0	blue zebra	9.0
233	233	216	yellow hippo	1	True	True	False	False	False	yellow	hippo	24626.0	1778.0	4.0607488020791034e-05	0.0005624296962879641	grey hippo	0.0	pink hippo	3.0
234	234	165	dark goat	1	True	True	False	False	False	dark	goat	83873.0	14588.0	1.1922788024751708e-05	6.854949273375377e-05	white goat	13.0	black goat	38.0
235	235	7	spots bat	0	True	True	False	False	False	spots	bat	8401.0	20680.0	0.0	0.0	black bat	63.0	brown bat	10.0
236	236	373	dark rhino	0	True	True	False	False	False	dark	rhino	83873.0	2517.0	0.0	0.0	grey rhino	0.0	black rhino	94.0
237	237	374	light rhino	0	True	True	False	False	False	light	rhino	141371.0	2517.0	0.0	0.0	grey rhino	0.0	black rhino	94.0
238	238	19	white beaver	0	True	True	False	False	False	white	beaver	134712.0	4005.0	0.0	0.0	brown beaver	7.0	black beaver	10.0
239	239	20	pink beaver	0	True	True	False	False	False	pink	beaver	17616.0	4005.0	0.0	0.0	brown beaver	7.0	black beaver	10.0
240	240	375	spots rhino	0	True	True	False	False	False	spots	rhino	8401.0	2517.0	0.0	0.0	grey rhino	0.0	black rhino	94.0
241	241	45	amber boar	0	True	True	False	False	False	amber	boar	8412.0	3173.0	0.0	0.0	brown boar	0.0	blue boar	40.0
242	242	377	orange rhino	0	True	True	False	False	False	orange	rhino	15508.0	2517.0	0.0	0.0	grey rhino	0.0	black rhino	94.0
243	243	22	light beaver	0	True	True	False	False	False	light	beaver	141371.0	4005.0	0.0	0.0	brown beaver	7.0	black beaver	10.0
244	244	379	tan rhino	0	True	True	False	False	False	tan	rhino	7093.0	2517.0	0.0	0.0	grey rhino	0.0	black rhino	94.0
245	245	380	tawny rhino	0	True	True	False	False	False	tawny	rhino	352.0	2517.0	0.0	0.0	grey rhino	0.0	black rhino	94.0
246	246	372	pink rhino	0	True	True	False	False	False	pink	rhino	17616.0	2517.0	0.0	0.0	grey rhino	0.0	black rhino	94.0
247	247	477	amber zebra	0	True	True	False	False	False	amber	zebra	8412.0	2465.0	0.0	0.0	black zebra	6.0	blue zebra	9.0
248	248	381	amber rhino	0	True	True	False	False	False	amber	rhino	8412.0	2517.0	0.0	0.0	grey rhino	0.0	black rhino	94.0
249	249	23	spots beaver	0	True	True	False	False	False	spots	beaver	8401.0	4005.0	0.0	0.0	brown beaver	7.0	black beaver	10.0
250	250	383	gold rhino	0	True	True	False	False	False	gold	rhino	71065.0	2517.0	0.0	0.0	grey rhino	0.0	black rhino	94.0
251	251	24	yellow beaver	0	True	True	False	False	False	yellow	beaver	24626.0	4005.0	0.0	0.0	brown beaver	7.0	black beaver	10.0
252	252	475	tan zebra	0	True	True	False	False	False	tan	zebra	7093.0	2465.0	0.0	0.0	black zebra	6.0	blue zebra	9.0
253	253	26	blue beaver	0	True	True	False	False	False	blue	beaver	78290.0	4005.0	0.0	0.0	brown beaver	7.0	black beaver	10.0
254	254	27	tan beaver	0	True	True	False	False	False	tan	beaver	7093.0	4005.0	0.0	0.0	brown beaver	7.0	black beaver	10.0
255	255	54	light cheetah	0	True	True	False	False	False	light	cheetah	141371.0	1927.0	0.0	0.0	brown cheetah	0.0	spots cheetah	8.0
256	256	464	brown zebra	0	True	True	False	False	False	brown	zebra	31879.0	2465.0	0.0	0.0	black zebra	6.0	blue zebra	9.0
257	257	4	pink bat	0	True	True	False	False	False	pink	bat	17616.0	20680.0	0.0	0.0	black bat	63.0	brown bat	10.0
258	258	353	black polar_bear	0	True	True	False	False	False	black	polar_bear	144548.0	2014.0	0.0	0.0	white polar_bear	9.0	brown polar_bear	1.0
259	259	466	grey zebra	0	True	True	False	False	False	grey	zebra	26562.0	2465.0	0.0	0.0	black zebra	6.0	blue zebra	9.0
260	260	354	grey polar_bear	0	True	True	False	False	False	grey	polar_bear	26562.0	2014.0	0.0	0.0	white polar_bear	9.0	brown polar_bear	1.0
261	261	363	tan polar_bear	0	True	True	False	False	False	tan	polar_bear	7093.0	2014.0	0.0	0.0	white polar_bear	9.0	brown polar_bear	1.0
262	262	357	dark polar_bear	0	True	True	False	False	False	dark	polar_bear	83873.0	2014.0	0.0	0.0	white polar_bear	9.0	brown polar_bear	1.0
263	263	358	light polar_bear	0	True	True	False	False	False	light	polar_bear	141371.0	2014.0	0.0	0.0	white polar_bear	9.0	brown polar_bear	1.0
264	264	359	spots polar_bear	0	True	True	False	False	False	spots	polar_bear	8401.0	2014.0	0.0	0.0	white polar_bear	9.0	brown polar_bear	1.0
265	265	470	light zebra	0	True	True	False	False	False	light	zebra	141371.0	2465.0	0.0	0.0	black zebra	6.0	blue zebra	9.0
266	266	360	yellow polar_bear	0	True	True	False	False	False	yellow	polar_bear	24626.0	2014.0	0.0	0.0	white polar_bear	9.0	brown polar_bear	1.0
267	267	11	tan bat	0	True	True	False	False	False	tan	bat	7093.0	20680.0	0.0	0.0	black bat	63.0	brown bat	10.0
268	268	361	orange polar_bear	0	True	True	False	False	False	orange	polar_bear	15508.0	2014.0	0.0	0.0	white polar_bear	9.0	brown polar_bear	1.0
269	269	469	dark zebra	0	True	True	False	False	False	dark	zebra	83873.0	2465.0	0.0	0.0	black zebra	6.0	blue zebra	9.0
270	270	473	orange zebra	0	True	True	False	False	False	orange	zebra	15508.0	2465.0	0.0	0.0	black zebra	6.0	blue zebra	9.0
271	271	12	tawny bat	0	True	True	False	False	False	tawny	bat	352.0	20680.0	0.0	0.0	black bat	63.0	brown bat	10.0
272	272	364	tawny polar_bear	0	True	True	False	False	False	tawny	polar_bear	352.0	2014.0	0.0	0.0	white polar_bear	9.0	brown polar_bear	1.0
273	273	356	pink polar_bear	0	True	True	False	False	False	pink	polar_bear	17616.0	2014.0	0.0	0.0	white polar_bear	9.0	brown polar_bear	1.0
274	274	365	amber polar_bear	0	True	True	False	False	False	amber	polar_bear	8412.0	2014.0	0.0	0.0	white polar_bear	9.0	brown polar_bear	1.0
275	275	13	amber bat	0	True	True	False	False	False	amber	bat	8412.0	20680.0	0.0	0.0	black bat	63.0	brown bat	10.0
276	276	366	red polar_bear	0	True	True	False	False	False	red	polar_bear	121668.0	2014.0	0.0	0.0	white polar_bear	9.0	brown polar_bear	1.0
277	277	461	amber swan	0	True	True	False	False	False	amber	swan	8412.0	6153.0	0.0	0.0	white swan	175.0	black swan	322.0
278	278	479	gold zebra	0	True	True	False	False	False	gold	zebra	71065.0	2465.0	0.0	0.0	black zebra	6.0	blue zebra	9.0
279	279	367	gold polar_bear	0	True	True	False	False	False	gold	polar_bear	71065.0	2014.0	0.0	0.0	white polar_bear	9.0	brown polar_bear	1.0
280	280	368	brown rhino	0	True	True	False	False	False	brown	rhino	31879.0	2517.0	0.0	0.0	grey rhino	0.0	black rhino	94.0
281	281	57	orange cheetah	0	True	True	False	False	False	orange	cheetah	15508.0	1927.0	0.0	0.0	brown cheetah	0.0	spots cheetah	8.0
282	282	370	grey rhino	0	True	True	False	False	False	grey	rhino	26562.0	2517.0	0.0	0.0	grey rhino	0.0	black rhino	94.0
283	283	47	gold boar	0	True	True	False	False	False	gold	boar	71065.0	3173.0	0.0	0.0	brown boar	0.0	blue boar	40.0
284	284	447	gold sloth	0	True	True	False	False	False	gold	sloth	71065.0	1005.0	0.0	0.0	brown sloth	0.0	gold sloth	0.0
285	285	53	dark cheetah	0	True	True	False	False	False	dark	cheetah	83873.0	1927.0	0.0	0.0	brown cheetah	0.0	spots cheetah	8.0
286	286	391	spots shark	0	True	True	False	False	False	spots	shark	8401.0	17984.0	0.0	0.0	grey shark	4.0	white shark	456.0
287	287	433	black sloth	0	True	True	False	False	False	black	sloth	144548.0	1005.0	0.0	0.0	brown sloth	0.0	gold sloth	0.0
288	288	37	dark boar	0	True	True	False	False	False	dark	boar	83873.0	3173.0	0.0	0.0	brown boar	0.0	blue boar	40.0
289	289	38	light boar	0	True	True	False	False	False	light	boar	141371.0	3173.0	0.0	0.0	brown boar	0.0	blue boar	40.0
290	290	39	spots boar	0	True	True	False	False	False	spots	boar	8401.0	3173.0	0.0	0.0	brown boar	0.0	blue boar	40.0
291	291	425	orange skunk	0	True	True	False	False	False	orange	skunk	15508.0	2392.0	0.0	0.0	black skunk	2.0	white skunk	4.0
292	292	426	blue skunk	0	True	True	False	False	False	blue	skunk	78290.0	2392.0	0.0	0.0	black skunk	2.0	white skunk	4.0
293	293	40	yellow boar	0	True	True	False	False	False	yellow	boar	24626.0	3173.0	0.0	0.0	brown boar	0.0	blue boar	40.0
294	294	427	tan skunk	0	True	True	False	False	False	tan	skunk	7093.0	2392.0	0.0	0.0	black skunk	2.0	white skunk	4.0
295	295	450	grey swan	0	True	True	False	False	False	grey	swan	26562.0	6153.0	0.0	0.0	white swan	175.0	black swan	322.0
296	296	428	tawny skunk	0	True	True	False	False	False	tawny	skunk	352.0	2392.0	0.0	0.0	black skunk	2.0	white skunk	4.0
297	297	429	amber skunk	0	True	True	False	False	False	amber	skunk	8412.0	2392.0	0.0	0.0	black skunk	2.0	white skunk	4.0
298	298	41	orange boar	0	True	True	False	False	False	orange	boar	15508.0	3173.0	0.0	0.0	brown boar	0.0	blue boar	40.0
299	299	50	grey cheetah	0	True	True	False	False	False	grey	cheetah	26562.0	1927.0	0.0	0.0	brown cheetah	0.0	spots cheetah	8.0
300	300	432	brown sloth	0	True	True	False	False	False	brown	sloth	31879.0	1005.0	0.0	0.0	brown sloth	0.0	gold sloth	0.0
301	301	434	grey sloth	0	True	True	False	False	False	grey	sloth	26562.0	1005.0	0.0	0.0	brown sloth	0.0	gold sloth	0.0
302	302	460	tawny swan	0	True	True	False	False	False	tawny	swan	352.0	6153.0	0.0	0.0	white swan	175.0	black swan	322.0
303	303	435	white sloth	0	True	True	False	False	False	white	sloth	134712.0	1005.0	0.0	0.0	brown sloth	0.0	gold sloth	0.0
304	304	436	pink sloth	0	True	True	False	False	False	pink	sloth	17616.0	1005.0	0.0	0.0	brown sloth	0.0	gold sloth	0.0
305	305	437	dark sloth	0	True	True	False	False	False	dark	sloth	83873.0	1005.0	0.0	0.0	brown sloth	0.0	gold sloth	0.0
306	306	438	light sloth	0	True	True	False	False	False	light	sloth	141371.0	1005.0	0.0	0.0	brown sloth	0.0	gold sloth	0.0
307	307	439	spots sloth	0	True	True	False	False	False	spots	sloth	8401.0	1005.0	0.0	0.0	brown sloth	0.0	gold sloth	0.0
308	308	448	brown swan	0	True	True	False	False	False	brown	swan	31879.0	6153.0	0.0	0.0	white swan	175.0	black swan	322.0
309	309	440	yellow sloth	0	True	True	False	False	False	yellow	sloth	24626.0	1005.0	0.0	0.0	brown sloth	0.0	gold sloth	0.0
310	310	441	orange sloth	0	True	True	False	False	False	orange	sloth	15508.0	1005.0	0.0	0.0	brown sloth	0.0	gold sloth	0.0
311	311	442	blue sloth	0	True	True	False	False	False	blue	sloth	78290.0	1005.0	0.0	0.0	brown sloth	0.0	gold sloth	0.0
312	312	443	tan sloth	0	True	True	False	False	False	tan	sloth	7093.0	1005.0	0.0	0.0	brown sloth	0.0	gold sloth	0.0
313	313	444	tawny sloth	0	True	True	False	False	False	tawny	sloth	352.0	1005.0	0.0	0.0	brown sloth	0.0	gold sloth	0.0
314	314	445	amber sloth	0	True	True	False	False	False	amber	sloth	8412.0	1005.0	0.0	0.0	brown sloth	0.0	gold sloth	0.0
315	315	446	red sloth	0	True	True	False	False	False	red	sloth	121668.0	1005.0	0.0	0.0	brown sloth	0.0	gold sloth	0.0
316	316	423	spots skunk	0	True	True	False	False	False	spots	skunk	8401.0	2392.0	0.0	0.0	black skunk	2.0	white skunk	4.0
317	317	421	dark skunk	0	True	True	False	False	False	dark	skunk	83873.0	2392.0	0.0	0.0	black skunk	2.0	white skunk	4.0
318	318	420	pink skunk	0	True	True	False	False	False	pink	skunk	17616.0	2392.0	0.0	0.0	black skunk	2.0	white skunk	4.0
319	319	452	pink swan	0	True	True	False	False	False	pink	swan	17616.0	6153.0	0.0	0.0	white swan	175.0	black swan	322.0
320	320	459	tan swan	0	True	True	False	False	False	tan	swan	7093.0	6153.0	0.0	0.0	white swan	175.0	black swan	322.0
321	321	349	amber pigeon	0	True	True	False	False	False	amber	pigeon	8412.0	8449.0	0.0	0.0	grey pigeon	4.0	white pigeon	22.0
322	322	395	tan shark	0	True	True	False	False	False	tan	shark	7093.0	17984.0	0.0	0.0	grey shark	4.0	white shark	456.0
323	323	396	tawny shark	0	True	True	False	False	False	tawny	shark	352.0	17984.0	0.0	0.0	grey shark	4.0	white shark	456.0
324	324	397	amber shark	0	True	True	False	False	False	amber	shark	8412.0	17984.0	0.0	0.0	grey shark	4.0	white shark	456.0
325	325	28	tawny beaver	0	True	True	False	False	False	tawny	beaver	352.0	4005.0	0.0	0.0	brown beaver	7.0	black beaver	10.0
326	326	399	gold shark	0	True	True	False	False	False	gold	shark	71065.0	17984.0	0.0	0.0	grey shark	4.0	white shark	456.0
327	327	29	amber beaver	0	True	True	False	False	False	amber	beaver	8412.0	4005.0	0.0	0.0	brown beaver	7.0	black beaver	10.0
328	328	52	pink cheetah	0	True	True	False	False	False	pink	cheetah	17616.0	1927.0	0.0	0.0	brown cheetah	0.0	spots cheetah	8.0
329	329	31	gold beaver	0	True	True	False	False	False	gold	beaver	71065.0	4005.0	0.0	0.0	brown beaver	7.0	black beaver	10.0
330	330	48	brown cheetah	0	True	True	False	False	False	brown	cheetah	31879.0	1927.0	0.0	0.0	brown cheetah	0.0	spots cheetah	8.0
331	331	32	brown boar	0	True	True	False	False	False	brown	boar	31879.0	3173.0	0.0	0.0	brown boar	0.0	blue boar	40.0
332	332	457	orange swan	0	True	True	False	False	False	orange	swan	15508.0	6153.0	0.0	0.0	white swan	175.0	black swan	322.0
333	333	406	light sheep	0	True	True	False	False	False	light	sheep	141371.0	14547.0	0.0	0.0	white sheep	43.0	black sheep	866.0
334	334	407	spots sheep	0	True	True	False	False	False	spots	sheep	8401.0	14547.0	0.0	0.0	white sheep	43.0	black sheep	866.0
335	335	408	yellow sheep	0	True	True	False	False	False	yellow	sheep	24626.0	14547.0	0.0	0.0	white sheep	43.0	black sheep	866.0
336	336	409	orange sheep	0	True	True	False	False	False	orange	sheep	15508.0	14547.0	0.0	0.0	white sheep	43.0	black sheep	866.0
337	337	456	yellow swan	0	True	True	False	False	False	yellow	swan	24626.0	6153.0	0.0	0.0	white swan	175.0	black swan	322.0
338	338	455	spots swan	0	True	True	False	False	False	spots	swan	8401.0	6153.0	0.0	0.0	white swan	175.0	black swan	322.0
339	339	412	tawny sheep	0	True	True	False	False	False	tawny	sheep	352.0	14547.0	0.0	0.0	white sheep	43.0	black sheep	866.0
340	340	44	tawny boar	0	True	True	False	False	False	tawny	boar	352.0	3173.0	0.0	0.0	brown boar	0.0	blue boar	40.0
341	341	413	amber sheep	0	True	True	False	False	False	amber	sheep	8412.0	14547.0	0.0	0.0	white sheep	43.0	black sheep	866.0
342	342	476	tawny zebra	0	True	True	False	False	False	tawny	zebra	352.0	2465.0	0.0	0.0	black zebra	6.0	blue zebra	9.0
343	343	415	gold sheep	0	True	True	False	False	False	gold	sheep	71065.0	14547.0	0.0	0.0	white sheep	43.0	black sheep	866.0
344	344	36	pink boar	0	True	True	False	False	False	pink	boar	17616.0	3173.0	0.0	0.0	brown boar	0.0	blue boar	40.0
345	345	418	grey skunk	0	True	True	False	False	False	grey	skunk	26562.0	2392.0	0.0	0.0	black skunk	2.0	white skunk	4.0
346	346	43	tan boar	0	True	True	False	False	False	tan	boar	7093.0	3173.0	0.0	0.0	brown boar	0.0	blue boar	40.0
347	347	350	red pigeon	0	True	True	False	False	False	red	pigeon	121668.0	8449.0	0.0	0.0	grey pigeon	4.0	white pigeon	22.0
348	348	89	orange deer	0	True	True	False	False	False	orange	deer	15508.0	7936.0	0.0	0.0	brown deer	2.0	red deer	103.0
349	349	348	tawny pigeon	0	True	True	False	False	False	tawny	pigeon	352.0	8449.0	0.0	0.0	grey pigeon	4.0	white pigeon	22.0
350	350	229	dark killer_whale	0	True	True	False	False	False	dark	killer_whale	83873.0	439.0	0.0	0.0	black killer_whale	0.0	grey killer_whale	1.0
351	351	197	dark grizzly	0	True	True	False	False	False	dark	grizzly	83873.0	1945.0	0.0	0.0	brown grizzly	4.0	grey grizzly	1.0
352	352	196	pink grizzly	0	True	True	False	False	False	pink	grizzly	17616.0	1945.0	0.0	0.0	brown grizzly	4.0	grey grizzly	1.0
353	353	195	white grizzly	0	True	True	False	False	False	white	grizzly	134712.0	1945.0	0.0	0.0	brown grizzly	4.0	grey grizzly	1.0
354	354	191	gold gorilla	0	True	True	False	False	False	gold	gorilla	71065.0	5594.0	0.0	0.0	black gorilla	6.0	white gorilla	18.0
355	355	189	amber gorilla	0	True	True	False	False	False	amber	gorilla	8412.0	5594.0	0.0	0.0	black gorilla	6.0	white gorilla	18.0
356	356	188	tawny gorilla	0	True	True	False	False	False	tawny	gorilla	352.0	5594.0	0.0	0.0	black gorilla	6.0	white gorilla	18.0
357	357	187	tan gorilla	0	True	True	False	False	False	tan	gorilla	7093.0	5594.0	0.0	0.0	black gorilla	6.0	white gorilla	18.0
358	358	185	orange gorilla	0	True	True	False	False	False	orange	gorilla	15508.0	5594.0	0.0	0.0	black gorilla	6.0	white gorilla	18.0
359	359	184	yellow gorilla	0	True	True	False	False	False	yellow	gorilla	24626.0	5594.0	0.0	0.0	black gorilla	6.0	white gorilla	18.0
360	360	183	spots gorilla	0	True	True	False	False	False	spots	gorilla	8401.0	5594.0	0.0	0.0	black gorilla	6.0	white gorilla	18.0
361	361	182	light gorilla	0	True	True	False	False	False	light	gorilla	141371.0	5594.0	0.0	0.0	black gorilla	6.0	white gorilla	18.0
362	362	181	dark gorilla	0	True	True	False	False	False	dark	gorilla	83873.0	5594.0	0.0	0.0	black gorilla	6.0	white gorilla	18.0
363	363	75	tan crow	0	True	True	False	False	False	tan	crow	7093.0	7850.0	0.0	0.0	black crow	141.0	white crow	45.0
364	364	176	brown gorilla	0	True	True	False	False	False	brown	gorilla	31879.0	5594.0	0.0	0.0	black gorilla	6.0	white gorilla	18.0
365	365	172	tawny goat	0	True	True	False	False	False	tawny	goat	352.0	14588.0	0.0	0.0	white goat	13.0	black goat	38.0
366	366	171	tan goat	0	True	True	False	False	False	tan	goat	7093.0	14588.0	0.0	0.0	white goat	13.0	black goat	38.0
367	367	169	orange goat	0	True	True	False	False	False	orange	goat	15508.0	14588.0	0.0	0.0	white goat	13.0	black goat	38.0
368	368	167	spots goat	0	True	True	False	False	False	spots	goat	8401.0	14588.0	0.0	0.0	white goat	13.0	black goat	38.0
369	369	76	tawny crow	0	True	True	False	False	False	tawny	crow	352.0	7850.0	0.0	0.0	black crow	141.0	white crow	45.0
370	370	198	light grizzly	0	True	True	False	False	False	light	grizzly	141371.0	1945.0	0.0	0.0	brown grizzly	4.0	grey grizzly	1.0
371	371	199	spots grizzly	0	True	True	False	False	False	spots	grizzly	8401.0	1945.0	0.0	0.0	brown grizzly	4.0	grey grizzly	1.0
372	372	200	yellow grizzly	0	True	True	False	False	False	yellow	grizzly	24626.0	1945.0	0.0	0.0	brown grizzly	4.0	grey grizzly	1.0
373	373	215	spots hippo	0	True	True	False	False	False	spots	hippo	8401.0	1778.0	0.0	0.0	grey hippo	0.0	pink hippo	3.0
374	374	225	black killer_whale	0	True	True	False	False	False	black	killer_whale	144548.0	439.0	0.0	0.0	black killer_whale	0.0	grey killer_whale	1.0
375	375	224	brown killer_whale	0	True	True	False	False	False	brown	killer_whale	31879.0	439.0	0.0	0.0	black killer_whale	0.0	grey killer_whale	1.0
376	376	223	gold hippo	0	True	True	False	False	False	gold	hippo	71065.0	1778.0	0.0	0.0	grey hippo	0.0	pink hippo	3.0
377	377	222	red hippo	0	True	True	False	False	False	red	hippo	121668.0	1778.0	0.0	0.0	grey hippo	0.0	pink hippo	3.0
378	378	221	amber hippo	0	True	True	False	False	False	amber	hippo	8412.0	1778.0	0.0	0.0	grey hippo	0.0	pink hippo	3.0
379	379	220	tawny hippo	0	True	True	False	False	False	tawny	hippo	352.0	1778.0	0.0	0.0	grey hippo	0.0	pink hippo	3.0
380	380	219	tan hippo	0	True	True	False	False	False	tan	hippo	7093.0	1778.0	0.0	0.0	grey hippo	0.0	pink hippo	3.0
381	381	217	orange hippo	0	True	True	False	False	False	orange	hippo	15508.0	1778.0	0.0	0.0	grey hippo	0.0	pink hippo	3.0
382	382	214	light hippo	0	True	True	False	False	False	light	hippo	141371.0	1778.0	0.0	0.0	grey hippo	0.0	pink hippo	3.0
383	383	201	orange grizzly	0	True	True	False	False	False	orange	grizzly	15508.0	1945.0	0.0	0.0	brown grizzly	4.0	grey grizzly	1.0
