	index	Unnamed: 0	combo	count	is combo	is color combo	is animal	is color	is adjective	adjective	animal	adjective count	animal count	forward tp	backward tp	canonical color	canonical color count	most common non-canonical color	most common non-canonical color count
384	384	213	dark hippo	0	True	True	False	False	False	dark	hippo	83873.0	1778.0	0.0	0.0	grey hippo	0.0	pink hippo	3.0
385	385	210	grey hippo	0	True	True	False	False	False	grey	hippo	26562.0	1778.0	0.0	0.0	grey hippo	0.0	pink hippo	3.0
386	386	208	brown hippo	0	True	True	False	False	False	brown	hippo	31879.0	1778.0	0.0	0.0	grey hippo	0.0	pink hippo	3.0
387	387	207	gold grizzly	0	True	True	False	False	False	gold	grizzly	71065.0	1945.0	0.0	0.0	brown grizzly	4.0	grey grizzly	1.0
388	388	205	amber grizzly	0	True	True	False	False	False	amber	grizzly	8412.0	1945.0	0.0	0.0	brown grizzly	4.0	grey grizzly	1.0
389	389	204	tawny grizzly	0	True	True	False	False	False	tawny	grizzly	352.0	1945.0	0.0	0.0	brown grizzly	4.0	grey grizzly	1.0
390	390	203	tan grizzly	0	True	True	False	False	False	tan	grizzly	7093.0	1945.0	0.0	0.0	brown grizzly	4.0	grey grizzly	1.0
391	391	202	blue grizzly	0	True	True	False	False	False	blue	grizzly	78290.0	1945.0	0.0	0.0	brown grizzly	4.0	grey grizzly	1.0
392	392	77	amber crow	0	True	True	False	False	False	amber	crow	8412.0	7850.0	0.0	0.0	black crow	141.0	white crow	45.0
393	393	159	gold giraffe	0	True	True	False	False	False	gold	giraffe	71065.0	2320.0	0.0	0.0	brown giraffe	1.0	yellow giraffe	5.0
394	394	157	amber giraffe	0	True	True	False	False	False	amber	giraffe	8412.0	2320.0	0.0	0.0	brown giraffe	1.0	yellow giraffe	5.0
395	395	105	orange dolphin	0	True	True	False	False	False	orange	dolphin	15508.0	6285.0	0.0	0.0	grey dolphin	7.0	blue dolphin	19.0
396	396	117	dark elephant	0	True	True	False	False	False	dark	elephant	83873.0	15994.0	0.0	0.0	grey elephant	13.0	white elephant	251.0
397	397	82	grey deer	0	True	True	False	False	False	grey	deer	26562.0	7936.0	0.0	0.0	brown deer	2.0	red deer	103.0
398	398	84	pink deer	0	True	True	False	False	False	pink	deer	17616.0	7936.0	0.0	0.0	brown deer	2.0	red deer	103.0
399	399	111	gold dolphin	0	True	True	False	False	False	gold	dolphin	71065.0	6285.0	0.0	0.0	grey dolphin	7.0	blue dolphin	19.0
400	400	109	amber dolphin	0	True	True	False	False	False	amber	dolphin	8412.0	6285.0	0.0	0.0	grey dolphin	7.0	blue dolphin	19.0
401	401	108	tawny dolphin	0	True	True	False	False	False	tawny	dolphin	352.0	6285.0	0.0	0.0	grey dolphin	7.0	blue dolphin	19.0
402	402	107	tan dolphin	0	True	True	False	False	False	tan	dolphin	7093.0	6285.0	0.0	0.0	grey dolphin	7.0	blue dolphin	19.0
403	403	85	dark deer	0	True	True	False	False	False	dark	deer	83873.0	7936.0	0.0	0.0	brown deer	2.0	red deer	103.0
404	404	104	yellow dolphin	0	True	True	False	False	False	yellow	dolphin	24626.0	6285.0	0.0	0.0	grey dolphin	7.0	blue dolphin	19.0
405	405	119	spots elephant	0	True	True	False	False	False	spots	elephant	8401.0	15994.0	0.0	0.0	grey elephant	13.0	white elephant	251.0
406	406	103	spots dolphin	0	True	True	False	False	False	spots	dolphin	8401.0	6285.0	0.0	0.0	grey dolphin	7.0	blue dolphin	19.0
407	407	102	light dolphin	0	True	True	False	False	False	light	dolphin	141371.0	6285.0	0.0	0.0	grey dolphin	7.0	blue dolphin	19.0
408	408	101	dark dolphin	0	True	True	False	False	False	dark	dolphin	83873.0	6285.0	0.0	0.0	grey dolphin	7.0	blue dolphin	19.0
409	409	87	spots deer	0	True	True	False	False	False	spots	deer	8401.0	7936.0	0.0	0.0	brown deer	2.0	red deer	103.0
410	410	96	brown dolphin	0	True	True	False	False	False	brown	dolphin	31879.0	6285.0	0.0	0.0	grey dolphin	7.0	blue dolphin	19.0
411	411	93	amber deer	0	True	True	False	False	False	amber	deer	8412.0	7936.0	0.0	0.0	brown deer	2.0	red deer	103.0
412	412	92	tawny deer	0	True	True	False	False	False	tawny	deer	352.0	7936.0	0.0	0.0	brown deer	2.0	red deer	103.0
413	413	91	tan deer	0	True	True	False	False	False	tan	deer	7093.0	7936.0	0.0	0.0	brown deer	2.0	red deer	103.0
414	414	118	light elephant	0	True	True	False	False	False	light	elephant	141371.0	15994.0	0.0	0.0	grey elephant	13.0	white elephant	251.0
415	415	120	yellow elephant	0	True	True	False	False	False	yellow	elephant	24626.0	15994.0	0.0	0.0	grey elephant	13.0	white elephant	251.0
416	416	156	tawny giraffe	0	True	True	False	False	False	tawny	giraffe	352.0	2320.0	0.0	0.0	brown giraffe	1.0	yellow giraffe	5.0
417	417	139	tan flamingo	0	True	True	False	False	False	tan	flamingo	7093.0	1259.0	0.0	0.0	pink flamingo	102.0	black flamingo	3.0
418	418	153	orange giraffe	0	True	True	False	False	False	orange	giraffe	15508.0	2320.0	0.0	0.0	brown giraffe	1.0	yellow giraffe	5.0
419	419	150	light giraffe	0	True	True	False	False	False	light	giraffe	141371.0	2320.0	0.0	0.0	brown giraffe	1.0	yellow giraffe	5.0
420	420	149	dark giraffe	0	True	True	False	False	False	dark	giraffe	83873.0	2320.0	0.0	0.0	brown giraffe	1.0	yellow giraffe	5.0
421	421	147	white giraffe	0	True	True	False	False	False	white	giraffe	134712.0	2320.0	0.0	0.0	brown giraffe	1.0	yellow giraffe	5.0
422	422	146	grey giraffe	0	True	True	False	False	False	grey	giraffe	26562.0	2320.0	0.0	0.0	brown giraffe	1.0	yellow giraffe	5.0
423	423	143	gold flamingo	0	True	True	False	False	False	gold	flamingo	71065.0	1259.0	0.0	0.0	pink flamingo	102.0	black flamingo	3.0
424	424	141	amber flamingo	0	True	True	False	False	False	amber	flamingo	8412.0	1259.0	0.0	0.0	pink flamingo	102.0	black flamingo	3.0
425	425	140	tawny flamingo	0	True	True	False	False	False	tawny	flamingo	352.0	1259.0	0.0	0.0	pink flamingo	102.0	black flamingo	3.0
426	426	137	orange flamingo	0	True	True	False	False	False	orange	flamingo	15508.0	1259.0	0.0	0.0	pink flamingo	102.0	black flamingo	3.0
427	427	123	tan elephant	0	True	True	False	False	False	tan	elephant	7093.0	15994.0	0.0	0.0	grey elephant	13.0	white elephant	251.0
428	428	136	yellow flamingo	0	True	True	False	False	False	yellow	flamingo	24626.0	1259.0	0.0	0.0	pink flamingo	102.0	black flamingo	3.0
429	429	135	spots flamingo	0	True	True	False	False	False	spots	flamingo	8401.0	1259.0	0.0	0.0	pink flamingo	102.0	black flamingo	3.0
430	430	134	light flamingo	0	True	True	False	False	False	light	flamingo	141371.0	1259.0	0.0	0.0	pink flamingo	102.0	black flamingo	3.0
431	431	133	dark flamingo	0	True	True	False	False	False	dark	flamingo	83873.0	1259.0	0.0	0.0	pink flamingo	102.0	black flamingo	3.0
432	432	130	grey flamingo	0	True	True	False	False	False	grey	flamingo	26562.0	1259.0	0.0	0.0	pink flamingo	102.0	black flamingo	3.0
433	433	128	brown flamingo	0	True	True	False	False	False	brown	flamingo	31879.0	1259.0	0.0	0.0	pink flamingo	102.0	black flamingo	3.0
434	434	125	amber elephant	0	True	True	False	False	False	amber	elephant	8412.0	15994.0	0.0	0.0	grey elephant	13.0	white elephant	251.0
435	435	124	tawny elephant	0	True	True	False	False	False	tawny	elephant	352.0	15994.0	0.0	0.0	grey elephant	13.0	white elephant	251.0
436	436	228	pink killer_whale	0	True	True	False	False	False	pink	killer_whale	17616.0	439.0	0.0	0.0	black killer_whale	0.0	grey killer_whale	1.0
437	437	230	light killer_whale	0	True	True	False	False	False	light	killer_whale	141371.0	439.0	0.0	0.0	black killer_whale	0.0	grey killer_whale	1.0
438	438	347	tan pigeon	0	True	True	False	False	False	tan	pigeon	7093.0	8449.0	0.0	0.0	grey pigeon	4.0	white pigeon	22.0
439	439	231	spots killer_whale	0	True	True	False	False	False	spots	killer_whale	8401.0	439.0	0.0	0.0	black killer_whale	0.0	grey killer_whale	1.0
440	440	309	dark panther	0	True	True	False	False	False	dark	panther	83873.0	4562.0	0.0	0.0	black panther	724.0	pink panther	338.0
441	441	64	brown crow	0	True	True	False	False	False	brown	crow	31879.0	7850.0	0.0	0.0	black crow	141.0	white crow	45.0
442	442	304	brown panther	0	True	True	False	False	False	brown	panther	31879.0	4562.0	0.0	0.0	black panther	724.0	pink panther	338.0
443	443	303	gold panda	0	True	True	False	False	False	gold	panda	71065.0	3735.0	0.0	0.0	black panda	4.0	red panda	67.0
444	444	68	pink crow	0	True	True	False	False	False	pink	crow	17616.0	7850.0	0.0	0.0	black crow	141.0	white crow	45.0
445	445	301	amber panda	0	True	True	False	False	False	amber	panda	8412.0	3735.0	0.0	0.0	black panda	4.0	red panda	67.0
446	446	300	tawny panda	0	True	True	False	False	False	tawny	panda	352.0	3735.0	0.0	0.0	black panda	4.0	red panda	67.0
447	447	299	tan panda	0	True	True	False	False	False	tan	panda	7093.0	3735.0	0.0	0.0	black panda	4.0	red panda	67.0
448	448	297	orange panda	0	True	True	False	False	False	orange	panda	15508.0	3735.0	0.0	0.0	black panda	4.0	red panda	67.0
449	449	296	yellow panda	0	True	True	False	False	False	yellow	panda	24626.0	3735.0	0.0	0.0	black panda	4.0	red panda	67.0
450	450	295	spots panda	0	True	True	False	False	False	spots	panda	8401.0	3735.0	0.0	0.0	black panda	4.0	red panda	67.0
451	451	294	light panda	0	True	True	False	False	False	light	panda	141371.0	3735.0	0.0	0.0	black panda	4.0	red panda	67.0
452	452	293	dark panda	0	True	True	False	False	False	dark	panda	83873.0	3735.0	0.0	0.0	black panda	4.0	red panda	67.0
453	453	292	pink panda	0	True	True	False	False	False	pink	panda	17616.0	3735.0	0.0	0.0	black panda	4.0	red panda	67.0
454	454	290	grey panda	0	True	True	False	False	False	grey	panda	26562.0	3735.0	0.0	0.0	black panda	4.0	red panda	67.0
455	455	288	brown panda	0	True	True	False	False	False	brown	panda	31879.0	3735.0	0.0	0.0	black panda	4.0	red panda	67.0
456	456	287	gold mammoth	0	True	True	False	False	False	gold	mammoth	71065.0	1970.0	0.0	0.0	brown mammoth	0.0	gold mammoth	0.0
457	457	286	red mammoth	0	True	True	False	False	False	red	mammoth	121668.0	1970.0	0.0	0.0	brown mammoth	0.0	gold mammoth	0.0
458	458	285	amber mammoth	0	True	True	False	False	False	amber	mammoth	8412.0	1970.0	0.0	0.0	brown mammoth	0.0	gold mammoth	0.0
459	459	311	spots panther	0	True	True	False	False	False	spots	panther	8401.0	4562.0	0.0	0.0	black panther	724.0	pink panther	338.0
460	460	312	yellow panther	0	True	True	False	False	False	yellow	panther	24626.0	4562.0	0.0	0.0	black panther	724.0	pink panther	338.0
461	461	63	gold cheetah	0	True	True	False	False	False	gold	cheetah	71065.0	1927.0	0.0	0.0	brown cheetah	0.0	spots cheetah	8.0
462	462	331	tan pig	0	True	True	False	False	False	tan	pig	7093.0	39569.0	0.0	0.0	pink pig	27.0	black pig	52.0
463	463	345	orange pigeon	0	True	True	False	False	False	orange	pigeon	15508.0	8449.0	0.0	0.0	grey pigeon	4.0	white pigeon	22.0
464	464	343	spots pigeon	0	True	True	False	False	False	spots	pigeon	8401.0	8449.0	0.0	0.0	grey pigeon	4.0	white pigeon	22.0
465	465	342	light pigeon	0	True	True	False	False	False	light	pigeon	141371.0	8449.0	0.0	0.0	grey pigeon	4.0	white pigeon	22.0
466	466	341	dark pigeon	0	True	True	False	False	False	dark	pigeon	83873.0	8449.0	0.0	0.0	grey pigeon	4.0	white pigeon	22.0
467	467	58	blue cheetah	0	True	True	False	False	False	blue	cheetah	78290.0	1927.0	0.0	0.0	brown cheetah	0.0	spots cheetah	8.0
468	468	59	tan cheetah	0	True	True	False	False	False	tan	cheetah	7093.0	1927.0	0.0	0.0	brown cheetah	0.0	spots cheetah	8.0
469	469	333	amber pig	0	True	True	False	False	False	amber	pig	8412.0	39569.0	0.0	0.0	pink pig	27.0	black pig	52.0
470	470	332	tawny pig	0	True	True	False	False	False	tawny	pig	352.0	39569.0	0.0	0.0	pink pig	27.0	black pig	52.0
471	471	329	orange pig	0	True	True	False	False	False	orange	pig	15508.0	39569.0	0.0	0.0	pink pig	27.0	black pig	52.0
472	472	315	tan panther	0	True	True	False	False	False	tan	panther	7093.0	4562.0	0.0	0.0	black panther	724.0	pink panther	338.0
473	473	327	spots pig	0	True	True	False	False	False	spots	pig	8401.0	39569.0	0.0	0.0	pink pig	27.0	black pig	52.0
474	474	326	light pig	0	True	True	False	False	False	light	pig	141371.0	39569.0	0.0	0.0	pink pig	27.0	black pig	52.0
475	475	60	tawny cheetah	0	True	True	False	False	False	tawny	cheetah	352.0	1927.0	0.0	0.0	brown cheetah	0.0	spots cheetah	8.0
476	476	61	amber cheetah	0	True	True	False	False	False	amber	cheetah	8412.0	1927.0	0.0	0.0	brown cheetah	0.0	spots cheetah	8.0
477	477	62	red cheetah	0	True	True	False	False	False	red	cheetah	121668.0	1927.0	0.0	0.0	brown cheetah	0.0	spots cheetah	8.0
478	478	319	gold panther	0	True	True	False	False	False	gold	panther	71065.0	4562.0	0.0	0.0	black panther	724.0	pink panther	338.0
479	479	317	amber panther	0	True	True	False	False	False	amber	panther	8412.0	4562.0	0.0	0.0	black panther	724.0	pink panther	338.0
480	480	316	tawny panther	0	True	True	False	False	False	tawny	panther	352.0	4562.0	0.0	0.0	black panther	724.0	pink panther	338.0
481	481	284	tawny mammoth	0	True	True	False	False	False	tawny	mammoth	352.0	1970.0	0.0	0.0	brown mammoth	0.0	gold mammoth	0.0
482	482	283	tan mammoth	0	True	True	False	False	False	tan	mammoth	7093.0	1970.0	0.0	0.0	brown mammoth	0.0	gold mammoth	0.0
483	483	282	blue mammoth	0	True	True	False	False	False	blue	mammoth	78290.0	1970.0	0.0	0.0	brown mammoth	0.0	gold mammoth	0.0
484	484	245	dark lion	0	True	True	False	False	False	dark	lion	83873.0	22565.0	0.0	0.0	brown lion	1.0	red lion	196.0
485	485	257	black llama	0	True	True	False	False	False	black	llama	144548.0	881.0	0.0	0.0	brown llama	1.0	black llama	0.0
486	486	70	light crow	0	True	True	False	False	False	light	crow	141371.0	7850.0	0.0	0.0	black crow	141.0	white crow	45.0
487	487	71	spots crow	0	True	True	False	False	False	spots	crow	8401.0	7850.0	0.0	0.0	black crow	141.0	white crow	45.0
488	488	253	amber lion	0	True	True	False	False	False	amber	lion	8412.0	22565.0	0.0	0.0	brown lion	1.0	red lion	196.0
489	489	252	tawny lion	0	True	True	False	False	False	tawny	lion	352.0	22565.0	0.0	0.0	brown lion	1.0	red lion	196.0
490	490	251	tan lion	0	True	True	False	False	False	tan	lion	7093.0	22565.0	0.0	0.0	brown lion	1.0	red lion	196.0
491	491	249	orange lion	0	True	True	False	False	False	orange	lion	15508.0	22565.0	0.0	0.0	brown lion	1.0	red lion	196.0
492	492	246	light lion	0	True	True	False	False	False	light	lion	141371.0	22565.0	0.0	0.0	brown lion	1.0	red lion	196.0
493	493	73	orange crow	0	True	True	False	False	False	orange	crow	15508.0	7850.0	0.0	0.0	black crow	141.0	white crow	45.0
494	494	259	white llama	0	True	True	False	False	False	white	llama	134712.0	881.0	0.0	0.0	brown llama	1.0	black llama	0.0
495	495	239	gold killer_whale	0	True	True	False	False	False	gold	killer_whale	71065.0	439.0	0.0	0.0	black killer_whale	0.0	grey killer_whale	1.0
496	496	238	red killer_whale	0	True	True	False	False	False	red	killer_whale	121668.0	439.0	0.0	0.0	black killer_whale	0.0	grey killer_whale	1.0
497	497	237	amber killer_whale	0	True	True	False	False	False	amber	killer_whale	8412.0	439.0	0.0	0.0	black killer_whale	0.0	grey killer_whale	1.0
498	498	236	tawny killer_whale	0	True	True	False	False	False	tawny	killer_whale	352.0	439.0	0.0	0.0	black killer_whale	0.0	grey killer_whale	1.0
499	499	235	tan killer_whale	0	True	True	False	False	False	tan	killer_whale	7093.0	439.0	0.0	0.0	black killer_whale	0.0	grey killer_whale	1.0
500	500	234	blue killer_whale	0	True	True	False	False	False	blue	killer_whale	78290.0	439.0	0.0	0.0	black killer_whale	0.0	grey killer_whale	1.0
501	501	233	orange killer_whale	0	True	True	False	False	False	orange	killer_whale	15508.0	439.0	0.0	0.0	black killer_whale	0.0	grey killer_whale	1.0
502	502	232	yellow killer_whale	0	True	True	False	False	False	yellow	killer_whale	24626.0	439.0	0.0	0.0	black killer_whale	0.0	grey killer_whale	1.0
503	503	258	grey llama	0	True	True	False	False	False	grey	llama	26562.0	881.0	0.0	0.0	brown llama	1.0	black llama	0.0
504	504	260	pink llama	0	True	True	False	False	False	pink	llama	17616.0	881.0	0.0	0.0	brown llama	1.0	black llama	0.0
505	505	281	orange mammoth	0	True	True	False	False	False	orange	mammoth	15508.0	1970.0	0.0	0.0	brown mammoth	0.0	gold mammoth	0.0
506	506	272	brown mammoth	0	True	True	False	False	False	brown	mammoth	31879.0	1970.0	0.0	0.0	brown mammoth	0.0	gold mammoth	0.0
507	507	280	yellow mammoth	0	True	True	False	False	False	yellow	mammoth	24626.0	1970.0	0.0	0.0	brown mammoth	0.0	gold mammoth	0.0
508	508	279	spots mammoth	0	True	True	False	False	False	spots	mammoth	8401.0	1970.0	0.0	0.0	brown mammoth	0.0	gold mammoth	0.0
509	509	278	light mammoth	0	True	True	False	False	False	light	mammoth	141371.0	1970.0	0.0	0.0	brown mammoth	0.0	gold mammoth	0.0
510	510	277	dark mammoth	0	True	True	False	False	False	dark	mammoth	83873.0	1970.0	0.0	0.0	brown mammoth	0.0	gold mammoth	0.0
511	511	276	pink mammoth	0	True	True	False	False	False	pink	mammoth	17616.0	1970.0	0.0	0.0	brown mammoth	0.0	gold mammoth	0.0
512	512	275	white mammoth	0	True	True	False	False	False	white	mammoth	134712.0	1970.0	0.0	0.0	brown mammoth	0.0	gold mammoth	0.0
513	513	274	grey mammoth	0	True	True	False	False	False	grey	mammoth	26562.0	1970.0	0.0	0.0	brown mammoth	0.0	gold mammoth	0.0
514	514	273	black mammoth	0	True	True	False	False	False	black	mammoth	144548.0	1970.0	0.0	0.0	brown mammoth	0.0	gold mammoth	0.0
515	515	271	gold llama	0	True	True	False	False	False	gold	llama	71065.0	881.0	0.0	0.0	brown llama	1.0	black llama	0.0
516	516	261	dark llama	0	True	True	False	False	False	dark	llama	83873.0	881.0	0.0	0.0	brown llama	1.0	black llama	0.0
517	517	270	red llama	0	True	True	False	False	False	red	llama	121668.0	881.0	0.0	0.0	brown llama	1.0	black llama	0.0
518	518	269	amber llama	0	True	True	False	False	False	amber	llama	8412.0	881.0	0.0	0.0	brown llama	1.0	black llama	0.0
519	519	268	tawny llama	0	True	True	False	False	False	tawny	llama	352.0	881.0	0.0	0.0	brown llama	1.0	black llama	0.0
520	520	267	tan llama	0	True	True	False	False	False	tan	llama	7093.0	881.0	0.0	0.0	brown llama	1.0	black llama	0.0
521	521	266	blue llama	0	True	True	False	False	False	blue	llama	78290.0	881.0	0.0	0.0	brown llama	1.0	black llama	0.0
522	522	265	orange llama	0	True	True	False	False	False	orange	llama	15508.0	881.0	0.0	0.0	brown llama	1.0	black llama	0.0
523	523	264	yellow llama	0	True	True	False	False	False	yellow	llama	24626.0	881.0	0.0	0.0	brown llama	1.0	black llama	0.0
524	524	262	light llama	0	True	True	False	False	False	light	llama	141371.0	881.0	0.0	0.0	brown llama	1.0	black llama	0.0
525	525	263	spots llama	0	True	True	False	False	False	spots	llama	8401.0	881.0	0.0	0.0	brown llama	1.0	black llama	0.0
